        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , GPU Load [%] , Memory Controller Load [%] , Memory Used (Dedicated) [MB] , Memory Used (Dynamic) [MB] , GPU Chip Power Draw [W] , VDDC Power Draw [W] , VDDCI Power Draw [W] , VRM Efficiency [%] , VDDC [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2022-04-16 09:16:30 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2148   ,         71   ,                       11   ,                       2885   ,                      158   ,                 115.2   ,              85.4   ,               10.7   ,             94.7   , 0.9313   ,               49.0   ,                 10204   ,
2022-04-16 09:16:31 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2148   ,         99   ,                       41   ,                       2885   ,                      158   ,                 103.5   ,              85.7   ,               10.7   ,             94.5   , 0.9375   ,               49.0   ,                 10195   ,
2022-04-16 09:16:32 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2147   ,         97   ,                       43   ,                       2885   ,                      158   ,                 112.5   ,              67.4   ,               10.7   ,             94.9   , 0.9313   ,               50.0   ,                 10185   ,
2022-04-16 09:16:33 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2147   ,        100   ,                       77   ,                       2886   ,                      158   ,                 105.2   ,              89.9   ,               10.7   ,             94.4   , 0.9313   ,               51.0   ,                 10185   ,
2022-04-16 09:16:34 ,        1216.0   ,           1750.0   ,               75.0   ,              55   ,                2147   ,         99   ,                       49   ,                       2886   ,                      158   ,                 117.8   ,              85.5   ,               10.7   ,             93.7   , 0.9313   ,               50.0   ,                 10186   ,
2022-04-16 09:16:35 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2147   ,         54   ,                        4   ,                       2886   ,                      158   ,                 112.0   ,              87.5   ,               10.7   ,             94.6   , 0.9313   ,               50.0   ,                 10186   ,
2022-04-16 09:16:36 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2150   ,        100   ,                       63   ,                       2886   ,                      158   ,                  96.6   ,             101.7   ,               10.7   ,             94.3   , 0.9313   ,               49.0   ,                 10187   ,
2022-04-16 09:16:37 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2148   ,        100   ,                       20   ,                       2891   ,                      158   ,                  77.4   ,             104.6   ,               10.7   ,             94.1   , 0.9375   ,               51.0   ,                 10188   ,
2022-04-16 09:16:38 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2150   ,        100   ,                       10   ,                       2917   ,                      158   ,                 109.1   ,              90.1   ,               10.7   ,             94.3   , 0.9313   ,               50.0   ,                 10164   ,
2022-04-16 09:16:39 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2148   ,        100   ,                       49   ,                       2917   ,                      117   ,                 121.1   ,              82.5   ,               10.7   ,             93.0   , 0.9375   ,               49.0   ,                 10152   ,
